country,total_earnings,players,game
Malta,"$1,725.69 ",21,Rocket League
Peru,"$1,435.06 ",1,Rocket League
Lithuania,"$1,245.78 ",3,Rocket League
Slovakia,"$1,094.47 ",2,Rocket League
Brunei Darussalam,"$1,041.66 ",1,Rocket League
Egypt,"$1,012.49 ",1,Rocket League
Israel,$816.50 ,2,Rocket League
Kuwait,$786.11 ,1,Rocket League
Turkey,$746.56 ,3,Rocket League
Guernsey,$689.90 ,1,Rocket League
Russian Federation,$617.23 ,5,Rocket League
Oman,$500.00 ,1,Rocket League
Hong Kong,$359.99 ,2,Rocket League
Bangladesh,$300.00 ,1,Rocket League
Latvia,$276.24 ,1,Rocket League
Serbia,$225.35 ,2,Rocket League
Qatar,$162.49 ,1,Rocket League
Slovenia,$159.97 ,1,Rocket League
Colombia,$100.00 ,1,Rocket League
Ecuador,$75.00 ,1,Rocket League
Panama,$75.00 ,1,Rocket League
Ukraine,$63.08 ,1,Rocket League
Dominican Republic,$19.94 ,1,Rocket League
Sweden,"$2,846,498.01 ",397,Counter-Strike
Germany,"$1,503,448.74 ",391,Counter-Strike
United States,"$1,491,894.17 ",473,Counter-Strike
Russian Federation,"$1,127,428.11 ",441,Counter-Strike
Denmark,"$1,030,472.47 ",199,Counter-Strike
China,"$856,974.39 ",269,Counter-Strike
Poland,"$762,200.13 ",87,Counter-Strike
Ukraine,"$719,584.97 ",280,Counter-Strike
Norway,"$451,292.82 ",122,Counter-Strike
France,"$409,672.02 ",240,Counter-Strike
Finland,"$405,465.63 ",121,Counter-Strike
Brazil,"$382,444.80 ",118,Counter-Strike
"Korea, Republic of","$348,212.86 ",77,Counter-Strike
Canada,"$237,696.66 ",102,Counter-Strike
Austria,"$162,732.91 ",31,Counter-Strike
Spain,"$139,491.16 ",102,Counter-Strike
Kazakhstan,"$82,757.70 ",71,Counter-Strike
United Kingdom,"$54,660.56 ",27,Counter-Strike
Portugal,"$35,924.45 ",79,Counter-Strike
Singapore,"$31,912.68 ",23,Counter-Strike
Turkey,"$30,686.33 ",24,Counter-Strike
Bulgaria,"$28,768.71 ",56,Counter-Strike
Bosnia and Herzegovina,"$25,478.64 ",2,Counter-Strike
Romania,"$25,248.08 ",44,Counter-Strike
Netherlands,"$19,461.88 ",33,Counter-Strike
Australia,"$19,011.76 ",25,Counter-Strike
Hungary,"$15,799.56 ",12,Counter-Strike
Argentina,"$15,753.45 ",35,Counter-Strike
"Taiwan, Republic of China","$13,893.10 ",22,Counter-Strike
Japan,"$10,983.90 ",10,Counter-Strike
Belarus,"$9,276.18 ",44,Counter-Strike
Belgium,"$6,992.23 ",14,Counter-Strike
Estonia,"$6,652.25 ",18,Counter-Strike
Czech Republic,"$6,522.64 ",14,Counter-Strike
Malaysia,"$6,139.00 ",11,Counter-Strike
Serbia,"$5,490.56 ",34,Counter-Strike
Chile,"$4,948.35 ",20,Counter-Strike
Peru,"$4,750.00 ",8,Counter-Strike
North Macedonia,"$4,732.64 ",8,Counter-Strike
Thailand,"$4,308.61 ",1,Counter-Strike
Indonesia,"$3,953.25 ",8,Counter-Strike
Iceland,"$3,887.69 ",7,Counter-Strike
United Arab Emirates,"$3,603.00 ",11,Counter-Strike
Uzbekistan,"$3,058.30 ",7,Counter-Strike
Italy,"$3,016.18 ",18,Counter-Strike
Hong Kong,"$2,080.45 ",10,Counter-Strike
India,"$2,036.00 ",6,Counter-Strike
Greece,"$1,941.30 ",15,Counter-Strike
Viet Nam,"$1,917.60 ",1,Counter-Strike
Slovakia,"$1,599.40 ",15,Counter-Strike
Switzerland,"$1,579.25 ",3,Counter-Strike
Pakistan,"$1,563.00 ",7,Counter-Strike
Latvia,"$1,474.00 ",11,Counter-Strike
Israel,"$1,062.20 ",5,Counter-Strike
Lithuania,$716.50 ,5,Counter-Strike
Ecuador,$530.36 ,1,Counter-Strike
"Iran, Islamic Republic of",$508.96 ,2,Counter-Strike
Ireland,$306.14 ,2,Counter-Strike
Algeria,$222.27 ,1,Counter-Strike
Venezuela,$145.48 ,1,Counter-Strike
Philippines,$100.00 ,1,Counter-Strike
"Moldova, Republic of",$98.00 ,5,Counter-Strike
Jamaica,$83.33 ,1,Counter-Strike
Egypt,$77.98 ,1,Counter-Strike
China,"$4,605,748.37 ",129,CrossFire
Brazil,"$1,779,560.30 ",57,CrossFire
Germany,"$712,330.00 ",122,CrossFire
Viet Nam,"$417,340.18 ",29,CrossFire
Russian Federation,"$290,887.50 ",36,CrossFire
Philippines,"$260,000.00 ",23,CrossFire
United States,"$163,092.80 ",44,CrossFire
Colombia,"$90,690.00 ",8,CrossFire
Egypt,"$71,896.96 ",23,CrossFire
Canada,"$70,603.50 ",11,CrossFire
Slovakia,"$38,976.41 ",2,CrossFire
Portugal,"$36,486.15 ",72,CrossFire
Netherlands,"$31,337.83 ",12,CrossFire
Indonesia,"$26,000.00 ",8,CrossFire
Japan,"$22,525.70 ",14,CrossFire
"Korea, Republic of","$20,000.00 ",13,CrossFire
Croatia,"$14,405.37 ",6,CrossFire
Slovenia,"$10,065.20 ",2,CrossFire
Austria,"$7,274.30 ",2,CrossFire
Venezuela,"$6,000.00 ",6,CrossFire
Turkey,"$5,506.50 ",7,CrossFire
Malaysia,"$5,000.00 ",5,CrossFire
"Taiwan, Republic of China","$5,000.00 ",5,CrossFire
France,"$4,354.21 ",10,CrossFire
Belarus,"$4,200.00 ",2,CrossFire
Belgium,"$3,093.91 ",11,CrossFire
Mexico,"$2,400.00 ",2,CrossFire
Sweden,"$2,385.85 ",14,CrossFire
Italy,"$1,956.33 ",1,CrossFire
Greece,"$1,752.49 ",9,CrossFire
Peru,"$1,600.00 ",2,CrossFire
Morocco,$967.22 ,2,CrossFire
Romania,$777.50 ,11,CrossFire
United Kingdom,$271.74 ,9,CrossFire
Poland,$271.70 ,4,CrossFire
Serbia,$141.83 ,1,CrossFire
Switzerland,$141.28 ,3,CrossFire
Kazakhstan,$140.00 ,1,CrossFire
Finland,$54.34 ,1,CrossFire
Spain,$32.60 ,1,CrossFire
"Palestinian Territory, Occupied",$20.00 ,1,CrossFire
United States,"$3,302,580.48 ",437,Apex Legends
"Korea, Republic of","$653,738.67 ",56,Apex Legends
Russian Federation,"$423,976.99 ",67,Apex Legends
Thailand,"$422,588.61 ",50,Apex Legends
Brazil,"$402,444.59 ",90,Apex Legends
Japan,"$344,251.15 ",119,Apex Legends
Canada,"$334,774.03 ",36,Apex Legends
France,"$315,214.99 ",61,Apex Legends
United Kingdom,"$287,960.30 ",49,Apex Legends
Sweden,"$286,737.74 ",37,Apex Legends
Germany,"$282,615.11 ",64,Apex Legends
Australia,"$264,733.46 ",67,Apex Legends
Indonesia,"$254,245.54 ",31,Apex Legends
Denmark,"$222,999.05 ",15,Apex Legends
Belarus,"$146,302.27 ",5,Apex Legends
Turkey,"$136,307.34 ",42,Apex Legends
Croatia,"$120,360.33 ",2,Apex Legends
Ukraine,"$118,543.72 ",6,Apex Legends
Finland,"$117,254.51 ",19,Apex Legends
Chile,"$109,325.00 ",16,Apex Legends
Argentina,"$102,639.65 ",28,Apex Legends
Spain,"$71,896.55 ",21,Apex Legends
Norway,"$66,561.78 ",8,Apex Legends
Italy,"$61,241.13 ",23,Apex Legends
Poland,"$60,643.03 ",15,Apex Legends
"Taiwan, Republic of China","$58,394.73 ",27,Apex Legends
Portugal,"$46,245.15 ",6,Apex Legends
China,"$43,972.02 ",26,Apex Legends
Netherlands,"$38,986.01 ",21,Apex Legends
Ireland,"$33,957.00 ",6,Apex Legends
Colombia,"$25,686.33 ",11,Apex Legends
Czech Republic,"$23,181.10 ",10,Apex Legends
South Africa,"$20,410.00 ",10,Apex Legends
Malaysia,"$19,033.67 ",5,Apex Legends
Saudi Arabia,"$18,626.67 ",11,Apex Legends
Mexico,"$15,802.32 ",9,Apex Legends
Belgium,"$10,593.43 ",6,Apex Legends
Switzerland,"$9,702.33 ",2,Apex Legends
Slovenia,"$9,136.67 ",1,Apex Legends
United Arab Emirates,"$8,243.33 ",4,Apex Legends
Peru,"$7,688.33 ",3,Apex Legends
Singapore,"$7,276.66 ",7,Apex Legends
Austria,"$6,690.12 ",3,Apex Legends
Hungary,"$5,150.00 ",4,Apex Legends
Israel,"$4,490.00 ",4,Apex Legends
Philippines,"$4,398.99 ",4,Apex Legends
Latvia,"$3,570.00 ",1,Apex Legends
Yemen,"$3,386.67 ",1,Apex Legends
Slovakia,"$3,026.33 ",2,Apex Legends
Serbia,"$2,687.33 ",2,Apex Legends
Bosnia and Herzegovina,"$2,665.00 ",2,Apex Legends
Tunisia,"$1,639.67 ",2,Apex Legends
Greece,"$1,371.00 ",1,Apex Legends
Pakistan,"$1,350.00 ",1,Apex Legends
Cyprus,"$1,269.99 ",4,Apex Legends
Lithuania,"$1,248.33 ",2,Apex Legends
Hong Kong,"$1,141.25 ",5,Apex Legends
Malta,$971.00 ,1,Apex Legends
New Zealand,$874.75 ,2,Apex Legends
"Iran, Islamic Republic of",$740.00 ,1,Apex Legends
Iraq,$600.00 ,1,Apex Legends
Egypt,$540.00 ,2,Apex Legends
Jordan,$330.00 ,1,Apex Legends
India,$310.00 ,1,Apex Legends
Puerto Rico,$255.00 ,1,Apex Legends
Romania,$253.33 ,2,Apex Legends
United States,"$5,443,659.76 ",723,Call of Duty: Warzone
United Kingdom,"$1,894,500.96 ",127,Call of Duty: Warzone
Canada,"$615,449.09 ",66,Call of Duty: Warzone
Russian Federation,"$299,503.38 ",47,Call of Duty: Warzone
France,"$207,946.01 ",64,Call of Duty: Warzone
Spain,"$156,640.95 ",48,Call of Duty: Warzone
Germany,"$135,827.00 ",67,Call of Duty: Warzone
Italy,"$91,898.78 ",47,Call of Duty: Warzone
Turkey,"$89,667.97 ",47,Call of Duty: Warzone
Poland,"$81,515.00 ",38,Call of Duty: Warzone
Mexico,"$28,150.00 ",13,Call of Duty: Warzone
Latvia,"$25,941.66 ",3,Call of Duty: Warzone
Ireland,"$25,350.00 ",5,Call of Duty: Warzone
Lebanon,"$18,000.00 ",1,Call of Duty: Warzone
Netherlands,"$17,930.66 ",30,Call of Duty: Warzone
Australia,"$14,433.34 ",11,Call of Duty: Warzone
Georgia,"$14,250.00 ",1,Call of Duty: Warzone
Belgium,"$13,851.45 ",13,Call of Duty: Warzone
Brazil,"$12,599.99 ",7,Call of Duty: Warzone
Portugal,"$11,900.00 ",2,Call of Duty: Warzone
Sweden,"$10,562.32 ",14,Call of Duty: Warzone
Israel,"$10,225.00 ",1,Call of Duty: Warzone
Norway,"$9,829.52 ",12,Call of Duty: Warzone
Denmark,"$6,216.67 ",8,Call of Duty: Warzone
Austria,"$6,146.74 ",6,Call of Duty: Warzone
Ukraine,"$5,000.00 ",1,Call of Duty: Warzone
Puerto Rico,"$4,166.67 ",2,Call of Duty: Warzone
Hungary,"$3,900.00 ",13,Call of Duty: Warzone
Afghanistan,"$3,000.00 ",1,Call of Duty: Warzone
Estonia,"$2,425.00 ",1,Call of Duty: Warzone
Philippines,"$1,950.00 ",4,Call of Duty: Warzone
Jamaica,"$1,850.00 ",1,Call of Duty: Warzone
Saudi Arabia,"$1,750.00 ",1,Call of Duty: Warzone
Czech Republic,"$1,475.00 ",3,Call of Duty: Warzone
Colombia,"$1,300.00 ",1,Call of Duty: Warzone
Gibraltar,"$1,125.00 ",1,Call of Duty: Warzone
Finland,$900.00 ,1,Call of Duty: Warzone
Morocco,$900.00 ,1,Call of Duty: Warzone
Guyana,$700.00 ,1,Call of Duty: Warzone
Honduras,$500.00 ,1,Call of Duty: Warzone
Japan,$500.00 ,1,Call of Duty: Warzone
Belarus,$425.00 ,1,Call of Duty: Warzone
Albania,$400.00 ,1,Call of Duty: Warzone
Singapore,$300.00 ,1,Call of Duty: Warzone
Romania,$250.00 ,2,Call of Duty: Warzone
Malta,$203.47 ,9,Call of Duty: Warzone
Lithuania,$200.00 ,1,Call of Duty: Warzone
Serbia,$175.00 ,1,Call of Duty: Warzone
Venezuela,$33.33 ,1,Call of Duty: Warzone
Tunisia,$12.18 ,1,Call of Duty: Warzone
United States,"$3,790,644.34 ",189,SMITE
Sweden,"$1,175,197.64 ",8,SMITE
United Kingdom,"$978,527.81 ",52,SMITE
Canada,"$753,289.33 ",22,SMITE
Denmark,"$599,902.64 ",15,SMITE
Germany,"$265,551.00 ",7,SMITE
China,"$166,800.00 ",22,SMITE
Norway,"$157,945.35 ",4,SMITE
Ukraine,"$149,200.00 ",1,SMITE
Australia,"$148,443.00 ",45,SMITE
Portugal,"$112,325.80 ",2,SMITE
Brazil,"$109,877.69 ",70,SMITE
Netherlands,"$108,796.73 ",13,SMITE
Croatia,"$86,775.00 ",4,SMITE
Argentina,"$78,630.60 ",15,SMITE
Poland,"$59,205.58 ",3,SMITE
"Korea, Republic of","$53,741.98 ",3,SMITE
Romania,"$38,600.00 ",1,SMITE
Bulgaria,"$38,300.00 ",1,SMITE
France,"$36,400.00 ",3,SMITE
Chile,"$26,461.20 ",4,SMITE
Malaysia,"$26,251.96 ",1,SMITE
Peru,"$25,780.16 ",4,SMITE
Venezuela,"$21,861.20 ",3,SMITE
Kuwait,"$19,800.00 ",1,SMITE
Israel,"$15,950.00 ",5,SMITE
Colombia,"$14,400.00 ",6,SMITE
Austria,"$13,106.00 ",4,SMITE
Uruguay,"$9,800.00 ",3,SMITE
New Zealand,"$9,127.67 ",3,SMITE
Russian Federation,"$9,057.14 ",1,SMITE
Georgia,"$6,000.00 ",1,SMITE
Ecuador,"$5,000.00 ",1,SMITE
Italy,"$4,833.33 ",2,SMITE
Belgium,"$4,500.00 ",3,SMITE
Hungary,"$4,400.00 ",1,SMITE
Finland,"$2,650.00 ",2,SMITE
Guatemala,"$2,200.00 ",1,SMITE
Mexico,"$2,000.00 ",2,SMITE
Indonesia,"$1,579.85 ",3,SMITE
Czech Republic,"$1,500.00 ",1,SMITE
Estonia,"$1,250.00 ",1,SMITE
Ireland,"$1,000.00 ",1,SMITE
Hong Kong,$800.00 ,2,SMITE
Spain,$500.00 ,5,SMITE
Serbia,$150.00 ,1,SMITE
India,$0.00 ,1,SMITE
Iraq,$0.00 ,1,SMITE
Singapore,$0.00 ,1,SMITE
United States,"$1,948,761.46 ",683,VALORANT
Russian Federation,"$759,871.21 ",187,VALORANT
"Korea, Republic of","$697,651.97 ",133,VALORANT
Canada,"$635,071.09 ",119,VALORANT
Turkey,"$545,366.67 ",212,VALORANT
Brazil,"$530,221.61 ",226,VALORANT
United Kingdom,"$328,883.71 ",63,VALORANT
Poland,"$311,649.54 ",164,VALORANT
Japan,"$283,170.55 ",111,VALORANT
Spain,"$255,646.92 ",61,VALORANT
France,"$238,408.81 ",118,VALORANT
Finland,"$219,743.11 ",39,VALORANT
Sweden,"$207,122.10 ",56,VALORANT
Chile,"$203,932.13 ",60,VALORANT
Thailand,"$203,844.75 ",118,VALORANT
India,"$177,835.19 ",72,VALORANT
Belgium,"$141,258.44 ",20,VALORANT
Philippines,"$130,242.35 ",144,VALORANT
Argentina,"$118,278.92 ",41,VALORANT
Germany,"$85,016.63 ",124,VALORANT
Lithuania,"$85,012.25 ",19,VALORANT
Indonesia,"$71,650.07 ",65,VALORANT
Colombia,"$69,648.91 ",34,VALORANT
Denmark,"$59,567.44 ",20,VALORANT
Czech Republic,"$53,258.61 ",57,VALORANT
Belarus,"$47,663.38 ",15,VALORANT
"Taiwan, Republic of China","$47,472.56 ",57,VALORANT
Croatia,"$44,745.48 ",10,VALORANT
Latvia,"$40,882.05 ",6,VALORANT
Singapore,"$40,866.46 ",60,VALORANT
Pakistan,"$36,488.95 ",28,VALORANT
